1279.30 	496.46	0.79	0.4	6.04	3.34	0.45	51.34	179.7	0.33	5.34	2.95	2.56	0.155 	0 	0.155 	0 	0 	0.3977 	0.3977 	0 	0 	0 	175.04	186.849 	92.063 	94.787 	124.6 	3.34	74.23 	67.38 	48.317 	275.06 	892.2 	4.14	72.7	0.24	36.2	-2.11	11.18	-0.11	11.81
1870.93 	538.45	0.06	2.79	5.42	3	1.37	10.28	79.24	0.31	5.09	2.24	1.33	3.038 	0.076 	2.891 	0.071 	0 	1.6627 	1.2225 	0.4402 	0 	0 	207.78	222.278 	103.478 	118.801 	148.2 	3.72	90.24 	80.71 	58.223 	95.94 	172.5 	3.96	69.4	0.19	37.18	2	14.31	-0.23	14.48
5022.14 	467.24	0.17	2.03	11.79	9.63	0	12.57	43.22	0.28	6.97	2.99	3.81	1.357 	0 	1.357 	0.000 	0 	1.6333 	1.0463 	0 	0.5870 	0 	180.6	232.429 	112.322 	120.107 	155.0 	3.82	92.96 	83.91 	60.230 	213.22 	164.2 	3.74	74.4	0.25	37.49	-0.83	13.11	-0.01	13.25
2085.76 	496.2	0.58	0.39	6.92	4.04	0.86	32.55	25.34	0.37	5.25	3.15	1.55	0.530 	0.130 	0.400 	0 	0 	1.3188 	1.3188 	0 	0 	0 	206.89	212.442 	105.309 	107.133 	141.6 	3.67	84.14 	76.48 	54.765 	110.99 	116.0 	3.64	72.4	0.12	43.72	-4.32	18.41	-1.19	18.93
2658.04 	467.2	0.11	0.83	9.2	6.54	5.4	14.3	137.64	0.25	6.32	2.63	2.38	1.162 	0.146 	0.967 	0.049 	0 	3.1705 	3.1705 	0 	0 	0 	202.92	256.020 	128.120 	127.899 	170.7 	3.67	100.75 	91.70 	65.373 	112.78 	143.5 	4.15	69.2	0.26	42.41	-3.69	19.47	-1.86	19.89
1847.12 	499.08	0.26	2.48	8.32	5.68	0.33	14.83	143.49	0.34	10.54	4.5	6.36	1.727 	0 	1.727 	0 	0 	8.0864 	2.2533 	2.8734 	2.9597 	0 	186.45	220.124 	104.319 	115.805 	146.7 	3.64	88.73 	79.71 	57.360 	296.71 	171.9 	4.99	78.5	0.2	39.26	-5.44	13.07	1.08	14.16
1721.58 	560.34	0.21	2.86	4.24	7.11	1.36	17.31	75.89	0.37	10.27	4.73	6.82	1.235 	0.082 	0.930 	0.099 	0.124 	4.7952 	3.0302 	0 	1.7650 	0 	161.75	242.200 	114.942 	127.258 	161.5 	3.19	97.30 	87.32 	62.605 	234.90 	178.3 	2.86	68.4	0.17	40.99	-4.6	14.23	1.84	15.02
1273.22 	493.74	0.03	3.69	7.59	2.11	2.71	58.73	189.67	0.1	5.13	1.67	2.84	0.137 	0 	0 	0.137 	0 	5.6080 	4.0099 	0.8686 	0.7294 	0 	157.78	196.156 	98.025 	98.131 	130.8 	3.8	77.57 	70.71 	50.693 	285.06 	235.5 	3.75	78.8	0.2	35.8	-0.37	8.91	-6.56	9
1927.42 	482.86	0.05	0.84	10.29	3.77	3.97	32.31	44.98	0.38	5.81	4.43	2.79	0.087 	0 	0 	0.087 	0 	0.7518 	0 	0 	0.7518 	0 	209.46	220.415 	99.689 	120.725 	146.9 	3.7	90.46 	80.37 	58.174 	138.23 	127.5 	3.85	64.6	0.16	38.34	-1.79	13.58	-1.72	13.79
2095.61 	515.76	0.09	0.41	7.34	3.35	0.22	31.88	192.73	0.34	7.73	6.78	3.49	0.246 	0 	0.203 	0.043 	0 	1.1776 	0.7694 	0 	0.4082 	0 	218	243.081 	114.035 	129.046 	162.1 	3.59	98.23 	87.96 	63.259 	125.62 	285.4 	3.66	70.8	0.26	39.57	-3.19	12.72	-0.79	13.24
1566.97 	557.44	0.03	0.41	7.2	2.07	1.9	38.58	218.45	0.23	7.85	3.31	4.4	0.822 	0 	0.822 	0 	0 	1.8589 	1.8589 	0 	0 	0 	167.2	174.030 	87.575 	86.456 	116.0 	3.93	68.80 	62.92 	45.217 	316.51 	184.5 	3.26	71.8	0.17	41.7	-1.07	14.58	0.44	14.68
1724.16 	457.65	0.13	2.51	4.64	0	2.17	18.47	148.36	0.45	8.48	3.21	4.31	0.752 	0 	0.752 	0 	0 	8.4308 	1.0933 	5.4746 	1.8629 	0 	209.37	250.510 	119.016 	131.494 	167.0 	3.83	100.78 	90.54 	65.048 	285.82 	202.5 	2.41	71.7	0.23	37.97	-4.11	10.23	0.15	11.14
