x1	0.165417715	0.077005381	0.021346366	0.035167257	-0.07125732	-0.332417682	0.048405142	-0.154625771	0.214105754	0.169833337	0.249151159	0.196851917
x2	0.041977474	0.235112085	-0.12290124	-0.068402258	-0.166424614	0.16450158	-0.071726322	-0.32468215	-0.139989888	-0.039429044	0.161709465	0.170115528
x3	-0.124439409	-0.088554037	-0.257453427	0.066072575	0.024961745	0.118294332	-0.147418648	0.227057938	0.191117099	-0.102744283	-0.030310776	0.022311647
x4	-0.035082985	0.139840739	0.269829166	0.059598411	-0.247567695	0.205325001	0.051465263	-0.164520208	-0.040480239	0.116571247	-0.07972901	-0.127215982
x5	0.051005983	-0.080732664	-0.029208611	0.252304694	0.279220777	-0.20509505	0.06950114	-0.093203365	0.276664852	0.349996254	0.152973758	0.069625754
x6	0.044494766	0.123810545	-0.029486471	0.059840569	-0.193111453	-0.158792908	0.387172961	-0.127352171	0.380260895	0.002079462	-0.034399052	0.263822898
x7	0.062207228	0.085080226	0.004596007	0.152393593	0.232654793	-0.007027828	0.425514859	-0.085702654	-0.085070685	-0.052374672	0.127094259	-0.329540608
x8	-0.133545106	-0.137532498	0.014141779	-0.045269331	0.198318774	0.174882648	0.187148481	0.059127792	-0.157818067	-0.056124167	0.225083904	0.331606247
x9	0.076431068	0.052233992	-0.176753427	0.09080051	-0.012986168	0.459198382	-0.146117326	-0.105915874	0.19936466	0.15873307	0.167268097	-0.054656597
x10	0.118370685	0.115299521	-0.191705036	-0.133734624	-0.069227619	-0.153364557	-0.151576492	0.324486761	-0.033972344	0.066183403	-0.074023703	-0.332482331
x11	-0.017175181	0.36125573	-0.103374971	-0.03984596	-0.045663769	-0.03726535	0.010146189	0.026092494	0.025678722	0.03693229	-0.215152869	0.101014135
x12	0.104807356	0.175456388	-0.09962949	-0.102856033	0.097158362	-0.163533533	-0.136006775	0.070999298	-0.262448546	0.033783852	-0.114553889	0.489512206
x13	-0.030839711	0.353724225	-0.059976464	-0.086486295	-0.072582437	-0.082347603	0.012624172	0.07710046	-0.030926107	0.054730118	-0.13461178	0.171258671
x14	0.041939698	0.086003199	0.247662013	0.249788985	-0.196068571	-0.132108352	-0.24714956	-0.059595566	0.137386375	-0.320542824	0.089113076	-0.013242627
x15	0.107911477	0.054150174	-0.108434462	0.185014474	-0.003627663	-0.000788917	0.407832964	0.023737628	-0.11297545	-0.281860121	-0.16973847	-0.146443351
x16	0.037363403	0.082904725	0.2628097	0.2325415	-0.17247713	-0.168184016	-0.2524309	-0.022688435	0.135700638	-0.30678791	0.100375139	0.001951711
x17	-0.055684267	0.149025148	0.109100425	0.17205745	-0.140050345	-0.013870682	0.015562643	-0.135416578	-0.353297551	0.167719704	0.165783723	-0.162983557
x18	0.013724895	-0.074561083	-0.159036251	-0.02913161	-0.138123021	0.353855828	-0.138144736	-0.288064082	0.228926995	-0.047868153	-0.107491973	0.00754325
x19	0.071743909	0.306913065	-0.012393235	0.195407657	0.181198363	0.191451982	-0.009137174	0.085206914	0.045769836	0.061541688	0.058320062	-0.016685513
x20	0.054221512	0.03841364	0.243284869	0.301243572	-0.027057966	0.112735574	0.155197542	0.153556964	-0.22494648	-0.066514975	0.001188459	0.161934994
x21	0.053906636	0.310095657	-0.079697462	0.135411312	0.21336488	0.172196568	-0.003290866	0.006053129	0.072612563	0.022559931	0.066847163	-0.051885649
x22	0.088670873	0.128680275	0.165424081	0.20926158	-0.045727836	0.137884363	-0.145600031	0.352460854	0.077938268	0.298542549	-0.021611061	0.030001557
x23	0.069879507	0.310525598	-0.122569855	0.056795489	0.230768535	0.096160385	-0.030276557	-0.058097669	-0.042185831	-0.050321647	0.118408863	0.05451329
x24	0.212529969	-0.06932629	-0.067459907	-0.06366957	0.135271876	-0.157419971	-0.110073831	-0.141154679	-0.037425742	-0.027944865	0.155588399	0.008324961
x25	0.30837365	-0.029456319	0.091330977	-0.106513897	-0.013220553	0.073072642	0.030711724	0.052937157	0.016714044	0.012037231	-0.015853444	0.009629331
x26	0.302732765	-0.029655587	0.018719869	-0.055477245	0.019774262	0.098016163	0.019431091	0.02401003	0.022088165	-0.022540965	-0.064693308	0.043439364
x27	0.292241701	-0.027340382	0.141863151	-0.13920956	-0.038062162	0.048764846	0.037455374	0.071964423	0.011410929	0.038183601	0.023287515	-0.0173584
x28	0.308315488	-0.029276692	0.091529648	-0.106781924	-0.012988334	0.073021927	0.030857223	0.052819204	0.01669283	0.011885851	-0.015268497	0.009622774
x29	0.022363906	-0.01638888	0.075340613	0.088094623	0.264525995	-0.202285736	-0.260060864	-0.273213829	-0.048277032	0.311062851	-0.204814346	-0.195838574
x30	0.303225236	-0.028774682	0.11628654	-0.122153709	-0.023290451	0.060928974	0.032405803	0.060560265	0.014014318	0.026428057	0.001170637	-0.004371158
x31	0.307033189	-0.029367984	0.101571991	-0.112095381	-0.015146674	0.067062754	0.029487456	0.053952919	0.01538434	0.019839084	-0.010851124	0.002897946
